,Invoice Date,Volume (L),Quarter,Fiscal Year,Item ID,Product,Product Type,Species,Anticoagulant,Gender
47907,2024-09-25,4.0,2024Q2,2024,7210830,WHOLE BLOOD,HEMATOCRIT ADJUSTED,BOVINE,NA-EDTA,GENDER UNSPECIFIED
47942,2024-09-26,0.15,2024Q2,2024,7720113,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
47945,2024-09-26,0.1,2024Q2,2024,7720113,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
47954,2024-09-26,4.0,2024Q2,2024,7210830,WHOLE BLOOD,HEMATOCRIT ADJUSTED,BOVINE,NA-EDTA,GENDER UNSPECIFIED
47989,2024-09-30,0.05,2024Q2,2024,7241408,WASHED CELLS,10%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
47990,2024-09-30,0.2,2024Q2,2024,7241408,WASHED CELLS,10%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
48041,2024-09-30,0.1,2024Q2,2024,7241409,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
48042,2024-09-30,0.045,2024Q2,2024,7243408,WASHED CELLS,10%,HORSE,ALSEVERS,GENDER UNSPECIFIED
48046,2024-09-30,0.5,2024Q2,2024,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
48069,2024-09-30,0.015,2024Q2,2024,7720113,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
48070,2024-09-30,0.03,2024Q2,2024,7720113,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
48073,2024-09-30,0.105,2024Q2,2024,7720113,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
48105,2024-09-30,0.05,2024Q2,2024,7243408,WASHED CELLS,10%,HORSE,ALSEVERS,GENDER UNSPECIFIED
48121,2024-09-30,4.0,2024Q2,2024,7210830,WHOLE BLOOD,HEMATOCRIT ADJUSTED,BOVINE,NA-EDTA,GENDER UNSPECIFIED
48138,2024-09-30,0.1,2024Q2,2024,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
48140,2024-09-30,0.03,2024Q2,2024,7240808,WASHED CELLS,10%,BOVINE,ALSEVERS,GENDER UNSPECIFIED
48145,2024-09-30,0.2,2024Q2,2024,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
48155,2024-10-01,0.05,2024Q2,2024,7241408,WASHED CELLS,10%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
48161,2024-10-01,0.03,2024Q2,2024,7241408,WASHED CELLS,10%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
48165,2024-10-01,0.30000000000000004,2024Q2,2024,7200806,WHOLE BLOOD,DONOR,BOVINE,NA-CITRATE,GENDER UNSPECIFIED
48166,2024-10-01,0.2,2024Q2,2024,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
48167,2024-10-01,0.5,2024Q2,2024,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
48168,2024-10-01,0.4,2024Q2,2024,7209006,WHOLE BLOOD,DONOR,SHEEP,NA-CITRATE,GENDER UNSPECIFIED
48169,2024-10-01,0.05,2024Q2,2024,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
48170,2024-10-01,0.05,2024Q2,2024,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
48171,2024-10-01,0.1,2024Q2,2024,7230801,WHOLE BLOOD,DEFIB,BOVINE,NONE,GENDER UNSPECIFIED
48172,2024-10-01,0.05,2024Q2,2024,7209003,WHOLE BLOOD,DONOR,SHEEP,ALSEVERS,GENDER UNSPECIFIED
48173,2024-10-01,0.0,2024Q2,2024,7209003,WHOLE BLOOD,DONOR,SHEEP,ALSEVERS,GENDER UNSPECIFIED
48174,2024-10-01,0.1,2024Q2,2024,7209003,WHOLE BLOOD,DONOR,SHEEP,ALSEVERS,GENDER UNSPECIFIED
48175,2024-10-01,0.2,2024Q2,2024,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
48176,2024-10-01,0.1,2024Q2,2024,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
48177,2024-10-01,0.05,2024Q2,2024,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
48178,2024-10-01,0.15000000000000002,2024Q2,2024,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
48179,2024-10-01,0.05,2024Q2,2024,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
48180,2024-10-01,0.05,2024Q2,2024,7209003,WHOLE BLOOD,DONOR,SHEEP,ALSEVERS,GENDER UNSPECIFIED
48181,2024-10-01,0.1,2024Q2,2024,7209006,WHOLE BLOOD,DONOR,SHEEP,NA-CITRATE,GENDER UNSPECIFIED
48182,2024-10-01,0.1,2024Q2,2024,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
48183,2024-10-01,0.05,2024Q2,2024,7200806,WHOLE BLOOD,DONOR,BOVINE,NA-CITRATE,GENDER UNSPECIFIED
48184,2024-10-01,0.05,2024Q2,2024,7200806,WHOLE BLOOD,DONOR,BOVINE,NA-CITRATE,GENDER UNSPECIFIED
48185,2024-10-01,0.1,2024Q2,2024,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
48186,2024-10-01,0.05,2024Q2,2024,7209006,WHOLE BLOOD,DONOR,SHEEP,NA-CITRATE,GENDER UNSPECIFIED
48187,2024-10-01,0.05,2024Q2,2024,7200806,WHOLE BLOOD,DONOR,BOVINE,NA-CITRATE,GENDER UNSPECIFIED
48188,2024-10-01,0.1,2024Q2,2024,7209003,WHOLE BLOOD,DONOR,SHEEP,ALSEVERS,GENDER UNSPECIFIED
48190,2024-10-01,0.05,2024Q2,2024,7200806,WHOLE BLOOD,DONOR,BOVINE,NA-CITRATE,GENDER UNSPECIFIED
48191,2024-10-01,0.05,2024Q2,2024,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
48192,2024-10-01,0.05,2024Q2,2024,7200806,WHOLE BLOOD,DONOR,BOVINE,NA-CITRATE,GENDER UNSPECIFIED
48193,2024-10-01,0.05,2024Q2,2024,7200806,WHOLE BLOOD,DONOR,BOVINE,NA-CITRATE,GENDER UNSPECIFIED
48194,2024-10-01,0.05,2024Q2,2024,7209006,WHOLE BLOOD,DONOR,SHEEP,NA-CITRATE,GENDER UNSPECIFIED
48195,2024-10-01,0.05,2024Q2,2024,7209006,WHOLE BLOOD,DONOR,SHEEP,NA-CITRATE,GENDER UNSPECIFIED
48203,2024-10-01,3.0,2024Q2,2024,8200806,WHOLE BLOOD,ABATTOIR,BOVINE,NA-CITRATE,GENDER UNSPECIFIED
48251,2024-10-02,0.15000000000000002,2024Q2,2024,7720103,WHOLE BLOOD,DONOR,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
48255,2024-10-02,0.03,2024Q2,2024,7241408,WASHED CELLS,10%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
48278,2024-10-02,4.0,2024Q2,2024,7210830,WHOLE BLOOD,HEMATOCRIT ADJUSTED,BOVINE,NA-EDTA,GENDER UNSPECIFIED
48306,2024-10-03,0.0,2024Q2,2024,7200806,WHOLE BLOOD,DONOR,BOVINE,NA-CITRATE,GENDER UNSPECIFIED
48307,2024-10-03,0.05,2024Q2,2024,7209006,WHOLE BLOOD,DONOR,SHEEP,NA-CITRATE,GENDER UNSPECIFIED
48326,2024-10-03,0.03,2024Q2,2024,7720113,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
48328,2024-10-03,0.015,2024Q2,2024,7720113,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
48329,2024-10-03,0.06,2024Q2,2024,7720113,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
48330,2024-10-03,0.05,2024Q2,2024,7720113,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
48336,2024-10-03,0.015,2024Q2,2024,7720113,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
48339,2024-10-03,0.015,2024Q2,2024,7720113,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
48360,2024-10-03,4.0,2024Q2,2024,7210830,WHOLE BLOOD,HEMATOCRIT ADJUSTED,BOVINE,NA-EDTA,GENDER UNSPECIFIED
48406,2024-10-07,0.05,2024Q2,2024,7241408,WASHED CELLS,10%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
48407,2024-10-07,0.2,2024Q2,2024,7241408,WASHED CELLS,10%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
48430,2024-10-07,0.1,2024Q2,2024,7241409,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
48433,2024-10-07,0.015,2024Q2,2024,7241408,WASHED CELLS,10%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
48439,2024-10-07,0.5,2024Q2,2024,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
48487,2024-10-07,0.05,2024Q2,2024,7243408,WASHED CELLS,10%,HORSE,ALSEVERS,GENDER UNSPECIFIED
48498,2024-10-07,0.05,2024Q2,2024,7243408,WASHED CELLS,10%,HORSE,ALSEVERS,GENDER UNSPECIFIED
48504,2024-10-07,4.0,2024Q2,2024,7210830,WHOLE BLOOD,HEMATOCRIT ADJUSTED,BOVINE,NA-EDTA,GENDER UNSPECIFIED
48524,2024-10-07,0.1,2024Q2,2024,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
48532,2024-10-07,0.2,2024Q2,2024,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
48544,2024-10-08,0.03,2024Q2,2024,7241408,WASHED CELLS,10%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
48556,2024-10-08,0.05,2024Q2,2024,7209006,WHOLE BLOOD,DONOR,SHEEP,NA-CITRATE,GENDER UNSPECIFIED
48557,2024-10-08,0.1,2024Q2,2024,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
48558,2024-10-08,0.1,2024Q2,2024,7209006,WHOLE BLOOD,DONOR,SHEEP,NA-CITRATE,GENDER UNSPECIFIED
48559,2024-10-08,0.1,2024Q2,2024,7209006,WHOLE BLOOD,DONOR,SHEEP,NA-CITRATE,GENDER UNSPECIFIED
48560,2024-10-08,0.05,2024Q2,2024,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
48561,2024-10-08,0.1,2024Q2,2024,7230801,WHOLE BLOOD,DEFIB,BOVINE,NONE,GENDER UNSPECIFIED
48562,2024-10-08,0.05,2024Q2,2024,7209006,WHOLE BLOOD,DONOR,SHEEP,NA-CITRATE,GENDER UNSPECIFIED
48563,2024-10-08,0.05,2024Q2,2024,7209006,WHOLE BLOOD,DONOR,SHEEP,NA-CITRATE,GENDER UNSPECIFIED
48564,2024-10-08,0.05,2024Q2,2024,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
48565,2024-10-08,0.1,2024Q2,2024,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
48566,2024-10-08,0.2,2024Q2,2024,7209006,WHOLE BLOOD,DONOR,SHEEP,NA-CITRATE,GENDER UNSPECIFIED
48567,2024-10-08,0.05,2024Q2,2024,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
48568,2024-10-08,0.05,2024Q2,2024,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
48569,2024-10-08,1.0,2024Q2,2024,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
48570,2024-10-08,0.05,2024Q2,2024,7200806,WHOLE BLOOD,DONOR,BOVINE,NA-CITRATE,GENDER UNSPECIFIED
48571,2024-10-08,0.1,2024Q2,2024,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
48572,2024-10-08,0.05,2024Q2,2024,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
48573,2024-10-08,0.05,2024Q2,2024,7200806,WHOLE BLOOD,DONOR,BOVINE,NA-CITRATE,GENDER UNSPECIFIED
48574,2024-10-08,0.05,2024Q2,2024,7209003,WHOLE BLOOD,DONOR,SHEEP,ALSEVERS,GENDER UNSPECIFIED
48575,2024-10-08,0.1,2024Q2,2024,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
48637,2024-10-09,0.15000000000000002,2024Q2,2024,7720103,WHOLE BLOOD,DONOR,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
48662,2024-10-09,4.0,2024Q2,2024,7210830,WHOLE BLOOD,HEMATOCRIT ADJUSTED,BOVINE,NA-EDTA,GENDER UNSPECIFIED
48688,2024-10-10,0.03,2024Q2,2024,7720113,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
48689,2024-10-10,0.03,2024Q2,2024,7720113,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
48696,2024-10-10,0.075,2024Q2,2024,7720113,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
48697,2024-10-10,0.03,2024Q2,2024,7720113,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
48698,2024-10-10,0.05,2024Q2,2024,7720113,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
48710,2024-10-10,4.0,2024Q2,2024,7210830,WHOLE BLOOD,HEMATOCRIT ADJUSTED,BOVINE,NA-EDTA,GENDER UNSPECIFIED
48722,2024-10-11,0.015,2024Q2,2024,7241408,WASHED CELLS,10%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
48735,2024-10-14,0.05,2024Q2,2024,7241408,WASHED CELLS,10%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
48744,2024-10-14,0.05,2024Q2,2024,7241408,WASHED CELLS,10%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
48747,2024-10-14,0.2,2024Q2,2024,7241408,WASHED CELLS,10%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
48784,2024-10-14,0.1,2024Q2,2024,7241409,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
48790,2024-10-14,0.5,2024Q2,2024,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
48843,2024-10-14,0.015,2024Q2,2024,7241408,WASHED CELLS,10%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
48844,2024-10-14,0.05,2024Q2,2024,7243408,WASHED CELLS,10%,HORSE,ALSEVERS,GENDER UNSPECIFIED
48861,2024-10-14,0.05,2024Q2,2024,7243408,WASHED CELLS,10%,HORSE,ALSEVERS,GENDER UNSPECIFIED
48870,2024-10-14,4.0,2024Q2,2024,7210830,WHOLE BLOOD,HEMATOCRIT ADJUSTED,BOVINE,NA-EDTA,GENDER UNSPECIFIED
48878,2024-10-14,0.015,2024Q2,2024,7241409,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
48884,2024-10-14,0.1,2024Q2,2024,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
48886,2024-10-14,0.03,2024Q2,2024,7240808,WASHED CELLS,10%,BOVINE,ALSEVERS,GENDER UNSPECIFIED
48889,2024-10-14,0.2,2024Q2,2024,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
48915,2024-10-15,0.03,2024Q2,2024,7241408,WASHED CELLS,10%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
48922,2024-10-15,0.05,2024Q2,2024,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
48923,2024-10-15,0.1,2024Q2,2024,7230801,WHOLE BLOOD,DEFIB,BOVINE,NONE,GENDER UNSPECIFIED
48924,2024-10-15,0.1,2024Q2,2024,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
48925,2024-10-15,0.05,2024Q2,2024,7200806,WHOLE BLOOD,DONOR,BOVINE,NA-CITRATE,GENDER UNSPECIFIED
48926,2024-10-15,0.05,2024Q2,2024,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
48927,2024-10-15,0.05,2024Q2,2024,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
48928,2024-10-15,0.1,2024Q2,2024,7209003,WHOLE BLOOD,DONOR,SHEEP,ALSEVERS,GENDER UNSPECIFIED
48929,2024-10-15,0.05,2024Q2,2024,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
48930,2024-10-15,0.05,2024Q2,2024,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
48931,2024-10-15,0.05,2024Q2,2024,7200806,WHOLE BLOOD,DONOR,BOVINE,NA-CITRATE,GENDER UNSPECIFIED
48932,2024-10-15,0.1,2024Q2,2024,7200806,WHOLE BLOOD,DONOR,BOVINE,NA-CITRATE,GENDER UNSPECIFIED
48933,2024-10-15,0.05,2024Q2,2024,7209006,WHOLE BLOOD,DONOR,SHEEP,NA-CITRATE,GENDER UNSPECIFIED
48934,2024-10-15,0.1,2024Q2,2024,7209003,WHOLE BLOOD,DONOR,SHEEP,ALSEVERS,GENDER UNSPECIFIED
48936,2024-10-15,0.1,2024Q2,2024,7230801,WHOLE BLOOD,DEFIB,BOVINE,NONE,GENDER UNSPECIFIED
48937,2024-10-15,0.1,2024Q2,2024,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
48938,2024-10-15,0.05,2024Q2,2024,7200806,WHOLE BLOOD,DONOR,BOVINE,NA-CITRATE,GENDER UNSPECIFIED
48939,2024-10-15,0.05,2024Q2,2024,7209006,WHOLE BLOOD,DONOR,SHEEP,NA-CITRATE,GENDER UNSPECIFIED
48940,2024-10-15,0.1,2024Q2,2024,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
48941,2024-10-15,0.1,2024Q2,2024,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
48942,2024-10-15,0.5,2024Q2,2024,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
48943,2024-10-15,0.05,2024Q2,2024,7209006,WHOLE BLOOD,DONOR,SHEEP,NA-CITRATE,GENDER UNSPECIFIED
48944,2024-10-15,0.1,2024Q2,2024,7209006,WHOLE BLOOD,DONOR,SHEEP,NA-CITRATE,GENDER UNSPECIFIED
48945,2024-10-15,0.1,2024Q2,2024,7200806,WHOLE BLOOD,DONOR,BOVINE,NA-CITRATE,GENDER UNSPECIFIED
48960,2024-10-15,3.0,2024Q2,2024,8200806,WHOLE BLOOD,ABATTOIR,BOVINE,NA-CITRATE,GENDER UNSPECIFIED
48991,2024-10-16,0.15000000000000002,2024Q2,2024,7720103,WHOLE BLOOD,DONOR,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
48999,2024-10-16,0.03,2024Q2,2024,7241408,WASHED CELLS,10%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
49027,2024-10-16,4.0,2024Q2,2024,7210830,WHOLE BLOOD,HEMATOCRIT ADJUSTED,BOVINE,NA-EDTA,GENDER UNSPECIFIED
49051,2024-10-17,0.1,2024Q2,2024,7240808,WASHED CELLS,10%,BOVINE,ALSEVERS,GENDER UNSPECIFIED
49064,2024-10-17,0.03,2024Q2,2024,7720113,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
49065,2024-10-17,0.03,2024Q2,2024,7720113,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
49066,2024-10-17,0.05,2024Q2,2024,7720113,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
49081,2024-10-17,4.0,2024Q2,2024,7210830,WHOLE BLOOD,HEMATOCRIT ADJUSTED,BOVINE,NA-EDTA,GENDER UNSPECIFIED
49112,2024-10-21,0.05,2024Q2,2024,7241408,WASHED CELLS,10%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
49113,2024-10-21,0.2,2024Q2,2024,7241408,WASHED CELLS,10%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
49141,2024-10-21,0.1,2024Q2,2024,7241409,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
49142,2024-10-21,0.03,2024Q2,2024,7241409,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
49144,2024-10-21,0.1,2024Q2,2024,7230801,WHOLE BLOOD,DEFIB,BOVINE,NONE,GENDER UNSPECIFIED
49148,2024-10-21,0.06,2024Q2,2024,7241409,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
49150,2024-10-21,0.03,2024Q2,2024,7241409,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
49154,2024-10-21,0.5,2024Q2,2024,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
49175,2024-10-21,0.015,2024Q2,2024,7243408,WASHED CELLS,10%,HORSE,ALSEVERS,GENDER UNSPECIFIED
49224,2024-10-21,0.05,2024Q2,2024,7243408,WASHED CELLS,10%,HORSE,ALSEVERS,GENDER UNSPECIFIED
49229,2024-10-21,4.0,2024Q2,2024,7210830,WHOLE BLOOD,HEMATOCRIT ADJUSTED,BOVINE,NA-EDTA,GENDER UNSPECIFIED
49239,2024-10-21,0.1,2024Q2,2024,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
49240,2024-10-21,0.2,2024Q2,2024,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
49263,2024-10-22,0.03,2024Q2,2024,7241408,WASHED CELLS,10%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
49274,2024-10-22,0.1,2024Q2,2024,7209006,WHOLE BLOOD,DONOR,SHEEP,NA-CITRATE,GENDER UNSPECIFIED
49275,2024-10-22,0.05,2024Q2,2024,7200806,WHOLE BLOOD,DONOR,BOVINE,NA-CITRATE,GENDER UNSPECIFIED
49276,2024-10-22,0.1,2024Q2,2024,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
49278,2024-10-22,0.05,2024Q2,2024,7200806,WHOLE BLOOD,DONOR,BOVINE,NA-CITRATE,GENDER UNSPECIFIED
49279,2024-10-22,0.05,2024Q2,2024,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
49280,2024-10-22,0.1,2024Q2,2024,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
49281,2024-10-22,0.05,2024Q2,2024,7200806,WHOLE BLOOD,DONOR,BOVINE,NA-CITRATE,GENDER UNSPECIFIED
49282,2024-10-22,0.1,2024Q2,2024,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
49283,2024-10-22,0.1,2024Q2,2024,7200806,WHOLE BLOOD,DONOR,BOVINE,NA-CITRATE,GENDER UNSPECIFIED
49284,2024-10-22,0.05,2024Q2,2024,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
49285,2024-10-22,0.05,2024Q2,2024,7209003,WHOLE BLOOD,DONOR,SHEEP,ALSEVERS,GENDER UNSPECIFIED
49286,2024-10-22,0.1,2024Q2,2024,7209006,WHOLE BLOOD,DONOR,SHEEP,NA-CITRATE,GENDER UNSPECIFIED
49287,2024-10-22,0.1,2024Q2,2024,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
49288,2024-10-22,0.1,2024Q2,2024,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
49289,2024-10-22,0.5,2024Q2,2024,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
49290,2024-10-22,0.1,2024Q2,2024,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
49301,2024-10-22,0.03,2024Q2,2024,7243408,WASHED CELLS,10%,HORSE,ALSEVERS,GENDER UNSPECIFIED
49340,2024-10-23,0.15000000000000002,2024Q2,2024,7720103,WHOLE BLOOD,DONOR,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
49377,2024-10-23,4.0,2024Q2,2024,7210830,WHOLE BLOOD,HEMATOCRIT ADJUSTED,BOVINE,NA-EDTA,GENDER UNSPECIFIED
49405,2024-10-24,0.015,2024Q2,2024,7241409,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
49413,2024-10-24,0.05,2024Q2,2024,7241408,WASHED CELLS,10%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
49421,2024-10-24,0.03,2024Q2,2024,7720113,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
49424,2024-10-24,0.045,2024Q2,2024,7720113,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
49425,2024-10-24,0.03,2024Q2,2024,7720113,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
49426,2024-10-24,0.1,2024Q2,2024,7720113,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
49454,2024-10-24,4.0,2024Q2,2024,7210830,WHOLE BLOOD,HEMATOCRIT ADJUSTED,BOVINE,NA-EDTA,GENDER UNSPECIFIED
49482,2024-10-28,0.05,2024Q2,2024,7241408,WASHED CELLS,10%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
49483,2024-10-28,0.2,2024Q2,2024,7241408,WASHED CELLS,10%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
49518,2024-10-28,0.1,2024Q2,2024,7241409,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
49526,2024-10-28,0.015,2024Q2,2024,7241408,WASHED CELLS,10%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
49528,2024-10-28,0.5,2024Q2,2024,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
49546,2024-10-28,0.06,2024Q2,2024,7240808,WASHED CELLS,10%,BOVINE,ALSEVERS,GENDER UNSPECIFIED
49601,2024-10-28,0.05,2024Q2,2024,7243408,WASHED CELLS,10%,HORSE,ALSEVERS,GENDER UNSPECIFIED
49605,2024-10-28,4.0,2024Q2,2024,7210830,WHOLE BLOOD,HEMATOCRIT ADJUSTED,BOVINE,NA-EDTA,GENDER UNSPECIFIED
49622,2024-10-28,0.1,2024Q2,2024,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
49624,2024-10-28,0.03,2024Q2,2024,7240808,WASHED CELLS,10%,BOVINE,ALSEVERS,GENDER UNSPECIFIED
